1059451522,[0.0],[3],"[[buy, family, member, mile, feed, end, user]]","[[buy family member mile feed end user, 0.0, 3]]"
B00XKZJ5T4,"[0.2732, 0.807, 0.8358, 0.6249, 0.5719, 0.6908, 0.8402, 0.8185, 0.25, 0.2023, -0.09, 0.2006, 0.5719, 0.0, 0.6249, 0.6249, 0.631, 0.7579, 0.9216, -0.6956, 0.7788, 0.6249, 0.6874, 0.0, 0.7906, 0.91, 0.2693, 0.0, 0.7906, 0.9022, 0.4404, 0.5719, -0.2829, 0.9325, -0.5106, 0.8294, -0.3849, 0.9204, -0.34, 0.8228, -0.6301, -0.6395, 0.6694, 0.6249, -0.4019, -0.8083, 0.4497, 0.7906, 0.4135, -0.3491, -0.1531, 0.0, -0.4585, 0.6249, 0.6249, -0.5994, -0.5537, -0.7466, 0.6249]","[5, 5, 5, 5, 5, 5, 5, 4, 1, 4, 4, 3, 5, 1, 5, 5, 5, 5, 1, 3, 1, 5, 2, 1, 5, 4, 5, 3, 5, 5, 1, 5, 1, 5, 2, 4, 3, 5, 1, 4, 3, 2, 4, 5, 1, 3, 5, 5, 1, 2, 5, 1, 1, 5, 5, 1, 1, 1, 5]","[[onyxvolt, mass, order, cable, china, chooses, one, look, ok, bent, relies, customer, service, receive, spam, mail, sign, customer, service, sway, people, reorder, attempt, contact, warranty, service, take, day, get, return, warranty, useless, apple, better, unknown, quality], [ov, brand, iphoneipod, cable, float, hold, original, fraction, pricebr, br, course, lifetime, guarantee, household, weve, share, cable, scam, guarantee, worthless, expect, pay, shipping, cable, thing, offer, guarantee, company, last, review, know, cablesbr, br, one, order, last, month, cable, dead, order, batch, couldnt, tell, one, ov, batch, ov, marking, know, sell, ov, include, guarantee, card, package, get, lot, email, thembr, br, overall, good, apple, fraction, price], [price, life, case, find, cable, fit, apple, hole, fit], [price, connectivity, iphone, cable, start, keep, connectingdisconnecting, movement, day, use, move, mouse, time, cause, movement, lose, connectivity, phone, isnt, charge, touch, bounce, connectingdisconnectingbr, br, solve, problem, plug, iphone, away, movement, ill, get, good, charge], [working, today, month], [excellent], [buy, cord, buy, fail, apple, rat, im, please, say, work, come, need], [cable, work, flip, connector, plug, tell, charge, bit, finicky, need, keep, plug, say, charge, heh, price], [move, find, something, better, week, quit, work, course, past, return, window, give, device, message, connect], [dont, work, little, good], [start, issue, lightning, cable, charge, iphone, wife, iphone, try, apple, mfi, certify, one, work], [make, cable, company, provide, customer, service, buy, onyxvolt, cable, nice, see, company, make, quality, product, stand, kudos], [price, product, workscharges, iphone, ipad, issue], [cable, fail, day], [cable, arrive, time, work, perfect, customerbr, br, thanks, greg], [hasnt, break, offer, lifetime, guarantee, happy], [charge, iphone, error, message, keep, come, state, see, offer, guarantee, inquire, offer, exchange, concern, replacement, give, result, quality, control, allow, cord, send], [quality, nice, price], [perfect, product, prompt, ship, repeat, customer], [price, certify, cable, work], [quality, cable, fist, cable, try, charge, hold, side, charge, fine, go, iphone, light, plug, come, part, upload, pic, box, work, waranty, go, replace, doesnt, give, hope, longevity, product], [item, love, come, pack, dont, find, bought, price, apple, mfi, certify], [work, charge, iphone], [work, iphone, say, buy], [work, phone], [think, look, fine, customer, service, getting, dud, cable, box, ok, box, switch, cable, try, cable, break, siting, desk, mail, week, cant, keep, working, want, hold, past, amazon, return, day, simple, go, silk, screen, logo, smudge, wonder, quality, control], [product, fast, delivery], [purchase, pack, didnt, work, contact, seller, ask, mifi, solve, product, support, message, use, iphone, get, response, ask, want, replace, fail, cord, please, responsebr, br, receive, replacentsbr, br, start, fail, receive, house, today, aug, work, hanging, threadbr, br, second, supplier, try, cheap, dont, mean, inexpensive, cord, im, receive, result, time, know, buying, come, include, purchase, support, service, doesnt, existbr, br, go, try, brand, apple, cord, see, hop, dont, purchase, apple, brand, cable, get, want, hold, hostage, proprietary, stuffbr, br, wish, quest, thing, try, want, attempt, try, thing], [quality, value], [cable, work, fine, iphone, plug, ipad, air, night, try, say, wasnt, charging, couple, attempt, start, charm, charge, ipad, great, deal], [work, great, iphones, ipads], [use, week, work, fine, dont, feel, apple, might, find, measurement, difference, see, picture, worth, price, happy], [work, week, work, direction, fail, charge, phone, show, charge, bolt, appear, plug, battery, go, keep, buy, amazon, brand, cable], [zero, star, work, day, get, error, message, cord, device, wont, work, charge], [product, working, iphone, probe, cable, work, change, plug, connect, iphones, show, return, product], [get, accessory, support, device, warn, iphone, ipad, mini, thing, mi, certify, charge, device, contact, seller, problem, assume, got, batch, respond, think, true, turn, get, apple, sw, check, buy, bought, avoid, problem, play, stick, try, find, cable, work], [say, iphone, iphone, say, designate, device, bet, upgrade, wont, use, plug, happy], [buy, foot, lightning, cable, foot, lightning, cablesbr, br, foot, cable, charge, iphone, time, receive, error, supportedbr, br, foot, cable, work, fit, lightning, port, chargebr, br, try, find, lifetime, guarantee, website, struggle, contact, supportbr, br, commend, guarantee, wait, hear, company], [quality, oem, spec], [look, forworks, ship, buy], [service, quality, apple, certify, product, good, price, whats], [cheap, material, doesnt, work], [cord, look, work, suppose, shipping, price, rightbr, br, take, star, stiffness, cable, thin], [work, promise, go, seller, great, job, replace, question, ask, nice, change, apple, cable], [quality, fast, service, price, lifetime, warranty], [cheap, aftermarket, crap, dont, waste, money, buy, pack, week, stop, work, die, daysweeks, come], [arrive, time, work], [quality, customer, service, iphone, display, error, accessory, support, charge, occur, attach, computer, wall, outlet, charger, unplug, plug, work, start, charge, syncing], [work, great, iphone, wife, iphone, c, price, cord], [none, cable, work, phone], [seems, charge, ipad, air, fine], [item], [use, day, function, usb, moreover, rate, compare, store, price], [product, chargessyncproforms, hick, ups, made], [work, seem, awhile], [work, receive, order, consider, consumer, read, review, research, buy, information, say, problem, return, set, number, work, dont, time, keep, return], [cable, bite, taucht, cold, bit], [purchase, order, extra, work, iphone, sister, ipad, keep, say, accessory, support, thats], [pro, work, iphone, get, price, br, con, cheap, make, compare, got, apple, price, finebr, note, ask, write, good, review, longer, pay, ship, kidding]]","[[onyxvolt mass order cable china chooses one look ok bent relies customer service receive spam mail sign customer service sway people reorder attempt contact warranty service take day get return warranty useless apple better unknown quality, 0.2732, 5], [ov brand iphoneipod cable float hold original fraction pricebr br course lifetime guarantee household weve share cable scam guarantee worthless expect pay shipping cable thing offer guarantee company last review know cablesbr br one order last month cable dead order batch couldnt tell one ov batch ov marking know sell ov include guarantee card package get lot email thembr br overall good apple fraction price, 0.807, 5], [price life case find cable fit apple hole fit, 0.8358, 5], [price connectivity iphone cable start keep connectingdisconnecting movement day use move mouse time cause movement lose connectivity phone isnt charge touch bounce connectingdisconnectingbr br solve problem plug iphone away movement ill get good charge, 0.6249, 5], [working today month, 0.5719, 5], [excellent, 0.6908, 5], [buy cord buy fail apple rat im please say work come need, 0.8402, 5], [cable work flip connector plug tell charge bit finicky need keep plug say charge heh price, 0.8185, 4], [move find something better week quit work course past return window give device message connect, 0.25, 1], [dont work little good, 0.2023, 4], [start issue lightning cable charge iphone wife iphone try apple mfi certify one work, -0.09, 4], [make cable company provide customer service buy onyxvolt cable nice see company make quality product stand kudos, 0.2006, 3], [price product workscharges iphone ipad issue, 0.5719, 5], [cable fail day, 0.0, 1], [cable arrive time work perfect customerbr br thanks greg, 0.6249, 5], [hasnt break offer lifetime guarantee happy, 0.6249, 5], [charge iphone error message keep come state see offer guarantee inquire offer exchange concern replacement give result quality control allow cord send, 0.631, 5], [quality nice price, 0.7579, 5], [perfect product prompt ship repeat customer, 0.9216, 1], [price certify cable work, -0.6956, 3], [quality cable fist cable try charge hold side charge fine go iphone light plug come part upload pic box work waranty go replace doesnt give hope longevity product, 0.7788, 1], [item love come pack dont find bought price apple mfi certify, 0.6249, 5], [work charge iphone, 0.6874, 2], [work iphone say buy, 0.0, 1], [work phone, 0.7906, 5], [think look fine customer service getting dud cable box ok box switch cable try cable break siting desk mail week cant keep working want hold past amazon return day simple go silk screen logo smudge wonder quality control, 0.91, 4], [product fast delivery, 0.2693, 5], [purchase pack didnt work contact seller ask mifi solve product support message use iphone get response ask want replace fail cord please responsebr br receive replacentsbr br start fail receive house today aug work hanging threadbr br second supplier try cheap dont mean inexpensive cord im receive result time know buying come include purchase support service doesnt existbr br go try brand apple cord see hop dont purchase apple brand cable get want hold hostage proprietary stuffbr br wish quest thing try want attempt try thing, 0.0, 3], [quality value, 0.7906, 5], [cable work fine iphone plug ipad air night try say wasnt charging couple attempt start charm charge ipad great deal, 0.9022, 5], [work great iphones ipads, 0.4404, 1], [use week work fine dont feel apple might find measurement difference see picture worth price happy, 0.5719, 5], [work week work direction fail charge phone show charge bolt appear plug battery go keep buy amazon brand cable, -0.2829, 1], [zero star work day get error message cord device wont work charge, 0.9325, 5], [product working iphone probe cable work change plug connect iphones show return product, -0.5106, 2], [get accessory support device warn iphone ipad mini thing mi certify charge device contact seller problem assume got batch respond think true turn get apple sw check buy bought avoid problem play stick try find cable work, 0.8294, 4], [say iphone iphone say designate device bet upgrade wont use plug happy, -0.3849, 3], [buy foot lightning cable foot lightning cablesbr br foot cable charge iphone time receive error supportedbr br foot cable work fit lightning port chargebr br try find lifetime guarantee website struggle contact supportbr br commend guarantee wait hear company, 0.9204, 5], [quality oem spec, -0.34, 1], [look forworks ship buy, 0.8228, 4], [service quality apple certify product good price whats, -0.6301, 3], [cheap material doesnt work, -0.6395, 2], [cord look work suppose shipping price rightbr br take star stiffness cable thin, 0.6694, 4], [work promise go seller great job replace question ask nice change apple cable, 0.6249, 5], [quality fast service price lifetime warranty, -0.4019, 1], [cheap aftermarket crap dont waste money buy pack week stop work die daysweeks come, -0.8083, 3], [arrive time work, 0.4497, 5], [quality customer service iphone display error accessory support charge occur attach computer wall outlet charger unplug plug work start charge syncing, 0.7906, 5], [work great iphone wife iphone c price cord, 0.4135, 1], [none cable work phone, -0.3491, 2], [seems charge ipad air fine, -0.1531, 5], [item, 0.0, 1], [use day function usb moreover rate compare store price, -0.4585, 1], [product chargessyncproforms hick ups made, 0.6249, 5], [work seem awhile, 0.6249, 5], [work receive order consider consumer read review research buy information say problem return set number work dont time keep return, -0.5994, 1], [cable bite taucht cold bit, -0.5537, 1], [purchase order extra work iphone sister ipad keep say accessory support thats, -0.7466, 1], [pro work iphone get price br con cheap make compare got apple price finebr note ask write good review longer pay ship kidding, 0.6249, 5]]"
B00XZGQ6M2,[0.9363],[4],"[[buy, case, want, protection, phone, screen, cover, otterbox, defender, purchase, otterbox, commuter, past, phone, case, offer, feature, ob, commuter, exception, rigid, bottom, side, phone, shock, wasnt, concern, con, rubber, bottom, stay, peel, case, look, offer, level, protection, look]]","[[buy case want protection phone screen cover otterbox defender purchase otterbox commuter past phone case offer feature ob commuter exception rigid bottom side phone shock wasnt concern con rubber bottom stay peel case look offer level protection look, 0.9363, 4]]"
B00Y4JAX00,"[-0.8538, 0.397, 0.25, 0.7269, -0.2263, -0.2924]","[1, 3, 5, 5, 1, 2]","[[use, hot, touch, stop, work], [unit, produce, wall, fragile, arrive, crack, unit, connects, bluetooth, pause, begin, make, random, white, noise, together, unit, dont, waste, money], [sound, clear, make, noise], [ok, headphone, part, work, day, broke, fight, connect, bluetooth, iver, dollar, receiver], [product, sound, doea, problem, song, skip, deal]]","[[use hot touch stop work, -0.8538, 1], [unit produce wall fragile arrive crack unit connects bluetooth pause begin make random white noise together unit dont waste money, 0.397, 3], [sound clear make noise, 0.25, 5], [ok headphone part work day broke fight connect bluetooth iver dollar receiver, 0.7269, 5], [product sound doea problem song skip deal, -0.2263, 1], [, -0.2924, 2]]"
B00YB1KZPO,[0.5499],[5],"[[bit, smaller, work, corner, lack, support]]","[[bit smaller work corner lack support, 0.5499, 5]]"
B00YE7RWNI,[0.6597],[5],[[stuff]],"[[stuff, 0.6597, 5]]"
B00YEG6U5A,[0.867],[5],"[[case, slim, give, gripstylecolor, awesomeand, look, nice, iphone, recommend, case, protection, greathavent, drop, assuming, grip]]","[[case slim give gripstylecolor awesomeand look nice iphone recommend case protection greathavent drop assuming grip, 0.867, 5]]"
B00YJ3DXNU,[0.0],[1],[[work]],"[[work, 0.0, 1]]"
B00YM3R40U,[0.8109],[5],"[[lention, air, vent, cell, phone, holder, decent, handsome, mount, air, vent, cell, holder, one, hold, vent, hold, cell, phone, air, vent, gap, fin, mount, tiny, straight, edge, air, vent, vehicle, subaru, forester, toyota, solara, rotate, holder, adjust, arm, way, need, bebr, br, holder, withstands, bumpy, road, california, job, matter, recommend, anyone, save, time, money, get, time, struggle, time]]","[[lention air vent cell phone holder decent handsome mount air vent cell holder one hold vent hold cell phone air vent gap fin mount tiny straight edge air vent vehicle subaru forester toyota solara rotate holder adjust arm way need bebr br holder withstands bumpy road california job matter recommend anyone save time money get time struggle time, 0.8109, 5]]"
B00YON9QKY,[0.5197],[4],"[[case, thing, power, cord, make, bigger, everytime, plug, make, connect, charge, couple, time, wasnt, phone, didnt, charge]]","[[case thing power cord make bigger everytime plug make connect charge couple time wasnt phone didnt charge, 0.5197, 4]]"
B00YSMWKWC,[-0.1336],[1],"[[trust, review, customer, purchase, case, rat, score, doesnt, fit, button, phone, side, case, seem, loose, oppose, snug, fit, expect, turn, button, press, sacrifice, tactility, put, case, company, make, case, galaxy, youre, limit, choice, phone, call, reason, ill, go, case, onbr, br, picture, please, examine, side, edge, purchase, case, see, side, phone, case, lift]]","[[trust review customer purchase case rat score doesnt fit button phone side case seem loose oppose snug fit expect turn button press sacrifice tactility put case company make case galaxy youre limit choice phone call reason ill go case onbr br picture please examine side edge purchase case see side phone case lift, -0.1336, 1]]"
B00YU9B03S,[0.4927],[5],[[please]],"[[please, 0.4927, 5]]"
B00YUO7OFQ,[0.6249],[5],"[[look, great, sport]]","[[look great sport, 0.6249, 5]]"
B00YW4WITG,[-0.2755],[2],[[expect]],"[[expect, -0.2755, 2]]"
B00Z095EN4,"[0.5994, 0.5994]","[5, 5]","[[love], [love]]","[[love, 0.5994, 5], [love, 0.5994, 5]]"
B00Z6F6D2I,[0.9626],[5],"[[carry, phone, case, make, get, card, quick, love, provide, stand, close, hasteling, snap, closure, make, awesome, case, oh, drop, ground, twice, sidewalk, time, rock, go, lake, phone, aok]]","[[carry phone case make get card quick love provide stand close hasteling snap closure make awesome case oh drop ground twice sidewalk time rock go lake phone aok, 0.9626, 5]]"
B00Z9NRTAW,[0.4939],[1],"[[doesnt, work, kenwood, kvt, car, stereo, converter, exist, ipod, cord, didnt, try, anything, cheap, quality]]","[[doesnt work kenwood kvt car stereo converter exist ipod cord didnt try anything cheap quality, 0.4939, 1]]"
B00ZBLL55W,[0.7404],[5],"[[come, screen, protector, help, crack, screen, quality]]","[[come screen protector help crack screen quality, 0.7404, 5]]"
B00ZGS2IF6,[0.8268],[5],"[[lot, lot, compliment]]","[[lot lot compliment, 0.8268, 5]]"
B00ZOBMEAY,[-0.3612],[1],"[[buy, color, red, phone, case, gift, wifebr, case, ist, tight, u, feel, phone, fallbr, hole, charge, need, keep, case, order, charge, phonebr, access, side, button]]","[[buy color red phone case gift wifebr case ist tight u feel phone fallbr hole charge need keep case order charge phonebr access side button, -0.3612, 1]]"
B00ZQONI54,[0.7964],[4],"[[light, weight, amazing, sound, price]]","[[light weight amazing sound price, 0.7964, 4]]"
B0100XI7ME,"[-0.7391, 0.0]","[1, 4]","[[come, think, bought, use, onebr, lot, scratch, side, earphone, open, rubber, thing, check, realize, side, left, side, thats, sad], [work, issue, bud, retract, time, push, button, time, pull, cord, push, button]]","[[come think bought use onebr lot scratch side earphone open rubber thing check realize side left side thats sad, -0.7391, 1], [work issue bud retract time push button time pull cord push button, 0.0, 4]]"
B010AG1Q06,[0.0],[3],"[[follow, direction, get, bubble, beneath, screen, minute, get, edge]]","[[follow direction get bubble beneath screen minute get edge, 0.0, 3]]"
B010DI2PWY,[0.5719],[5],"[[son, love, case]]","[[son love case, 0.5719, 5]]"
B010E1ADYC,[0.6003],[3],"[[awesome, lightning, plug, way, fit, iphone, case, charge, phone, remove, case, inconvenient]]","[[awesome lightning plug way fit iphone case charge phone remove case inconvenient, 0.6003, 3]]"
B010LXU5SC,"[-0.128, -0.2755]","[2, 2]","[[didnt, fit, phone, volume, control, button, didnt, work, keep, press], [fit, phone, fine, slippery, felt, go, drop]]","[[didnt fit phone volume control button didnt work keep press, -0.128, 2], [fit phone fine slippery felt go drop, -0.2755, 2]]"
B010PBTXEM,[-0.128],[5],"[[watch, use, phone, sim, card, require, smart, watch, app, watch, show, barcode, dead, link, load, quot, btnotifications, quot, app, store, run, function, im, sync, phone, book, call, history, text, message, besides, slot, sim, card, slot, watch, sd, card, slot, come, handy, build, camera, list, build, apps, include, audio, player, fm, radio, pedometer, calculatordisplay, resolution, x, overall, place, smart, watch, end, class]]","[[watch use phone sim card require smart watch app watch show barcode dead link load quot btnotifications quot app store run function im sync phone book call history text message besides slot sim card slot watch sd card slot come handy build camera list build apps include audio player fm radio pedometer calculatordisplay resolution x overall place smart watch end class, -0.128, 5]]"
B01147JI3W,[0.9209],[5],"[[car, charger, super, handy, quality, greatbr, br, charge, device, fast, expect, thisbr, br, say, smart, charge, technology, find, feature, provides, efficiency, device, needbr, br, recommend, gadget, anyone, look, car, charger]]","[[car charger super handy quality greatbr br charge device fast expect thisbr br say smart charge technology find feature provides efficiency device needbr br recommend gadget anyone look car charger, 0.9209, 5]]"
B0118Y730G,"[0.743, 0.6249, -0.4019]","[4, 5, 4]","[[habe, hard, time, understanding, direction, chaning, complain, couldnt, hear, great, fit, depends, person], [work, find, problem, chinese, cant, change, english, work, find], [recieved, product, time, work]]","[[habe hard time understanding direction chaning complain couldnt hear great fit depends person, 0.743, 4], [work find problem chinese cant change english work find, 0.6249, 5], [recieved product time work, -0.4019, 4]]"
B011QTANHS,[-0.5504],[4],"[[meet, need, bit, bulky, super, easy, use, side, volume, button, phone, price]]","[[meet need bit bulky super easy use side volume button phone price, -0.5504, 4]]"
B0128M1QQE,[0.5988],[2],"[[take, risk, get, case, knew, look, isnt, whole, lot, option, idol, br, look, nice, thats, probr, dont, feel, protect, drop, fact, put, layer, cant, get, plastic, shell, start, ruin, screen, protector, try, frustrate, case, want, fitting, case, plan, take, try, luck, wise, look, something, wait, make, idol]]","[[take risk get case knew look isnt whole lot option idol br look nice thats probr dont feel protect drop fact put layer cant get plastic shell start ruin screen protector try frustrate case want fitting case plan take try luck wise look something wait make idol, 0.5988, 2]]"
B013EKSS5G,[0.5719],[5],"[[happy, purchase]]","[[happy purchase, 0.5719, 5]]"
